IUCN_species,centroid_long,Latitude,abs_lat,region,clutch_size,Egg mass (g),incubation_d,body_mass,Beak_Length (culmen),HWI
Chionis albus,-58.18024332,-63.28,63.28,others,2.365,44.25,30,675.7,32.7,40.1
Phalacrocorax capensis,18.36967115,-30,30,others,2.3975,41,24.4,1211.7,56.9,39.5
Cinclodes antarcticus,-59.40959386,-51.74,51.74,others,2.4,7.5,16,63.2,23.4,27.7
Pygarrhichas albogularis,-72.27439268,-45.2,45.2,others,2.4,3.79,NA,24,21.8,22.2
Xolmis pyrope,-71.86780067,-44.95,44.95,others,2.4,3.75,NA,35.3,23.4,21.5
Scytalopus magellanicus,-71.99234485,-44.82,44.82,others,2.4,2.51,NA,13.7,12.9,9
Cinclodes patagonicus,-71.83697483,-44.2,44.2,others,2.4,5.02,NA,30.7,24.5,25.4
Strix rufipes,-71.8229848,-44.09,44.09,others,2.4,28.16,NA,380,32.7,30.1
Turdus falcklandii,-70.19703671,-43.48,43.48,others,2.4,7.5,NA,93.9,27.2,27.4
Cinclodes fuscus,-69.2138062,-43.29,43.29,others,2.4,4.46,NA,30,18.5,27.2
Theristicus melanopis,-70.35253624,-42.4,42.4,others,2.4,72,NA,1250,142.8,41
Melanodryas vittata,146.5929655,-41.94,41.94,others,2.4,3.19,17,26.6,17.5,23
Scelorchilus rubecula,-72.26058315,-41.93,41.93,others,2.4,5.66,NA,56.7,18,5.4
Nesoptilotis flavicollis,146.6134656,-41.91,41.91,others,2.4,3.36,16,28.7,19.3,22
Sericornis humilis,146.5860431,-41.89,41.89,others,2.4,3.4,NA,18.3,15.9,12.3
Anthochaera paradoxa,146.8984043,-41.86,41.86,others,2.4,9.8,14.5,143.7,31.9,23.2
Cinclodes oustaleti,-71.65179548,-40.66,40.66,others,2.4,4.53,NA,30.5,20.6,24.5
Larus maculipennis,-66.11448112,-40.29,40.29,others,2.4,44.21,NA,339,41.4,55.1
Eugralla paradoxa,-72.67780209,-40.01,40.01,others,2.4,5.82,NA,44,16.3,8.1
Poliocephalus rufopectus,175.8011468,-38.61,38.61,others,2.4,17.1,22.5,249,26.7,32
Muscisaxicola albilora,-70.77267522,-37.79,37.79,others,2.4,3.05,NA,22.6,19.3,33
Pachycephala olivacea,147.1242854,-37.51,37.51,others,2.4,5.6,NA,41.2,18.4,17.7
Petroica rosea,147.4704548,-36.83,36.83,others,2.4,1.48,NA,8.2,11.7,25.6
Cacatua tenuirostris,143.9914927,-35.63,35.63,others,2.4,20.3,25,566.6,48.9,43.6
Anairetes parulus,-69.2021581,-35.59,35.59,others,2.4,1.16,NA,6.2,11.7,14.3
Xolmis coronatus,-66.44047977,-35.57,35.57,others,2.4,4.48,16,46.8,24.8,33.4
Geositta cunicularia,-65.59196568,-35.37,35.37,others,2.4,4.28,NA,28.5,20.2,23.6
Phylidonyris novaehollandiae,140.1440991,-34.87,34.87,others,2.4,2.56,14,20.2,22.8,22.4
Pachycephala rufogularis,141.3462297,-34.55,34.55,others,2.4,3.44,NA,36.6,18.5,23.5
Zoothera lunulata,147.0648813,-34.12,34.12,others,2.4,8.975,14.5,130,31.8,27.5
Biziura lobata,141.9597745,-34.06,34.06,others,2.4,128,NA,1928.5,41.6,40
Malurus elegans,116.6271699,-33.59,33.59,others,2.4,1.11,15,9.6,13.1,11.1
Manorina melanotis,140.6010783,-33.56,33.56,others,2.4,5.24,NA,54,25.5,22.5
Cinclosoma punctatum,148.9425601,-33.51,33.51,others,2.4,9,14,113.3,22.2,21.8
Bradypterus sylvaticus,24.28001082,-33.43,33.43,others,2.4,2.17,NA,16.5,14.4,14.5
Promerops cafer,21.38221847,-33.39,33.39,others,2.4,3.81,17,34.7,36.5,20.5
Falcunculus frontatus,146.5583983,-32.86,32.86,others,2.4,3.26,18.25,27.9,19.5,20.5
Pycnonotus capensis,20.5673539,-32.65,32.65,others,2.4,3.175,12.5,38.6,19.6,15.7
Knipolegus aterrimus,-66.65331184,-32.56,32.56,others,2.4,2.5,NA,20.2,19.4,17.4
Acanthiza pusilla,147.7217459,-32.24,32.24,others,2.4,1.4,18.2,7.6,11,14.6
Strepera versicolor,131.8982382,-32.07,32.07,others,2.4,19.1,23,395.5,65.3,26.8
Stenostira scita,23.84517207,-32.06,32.06,others,2.4,1.02,NA,5.9,12.3,14.8
Mirafra apiata,20.37202404,-31.89,31.89,others,2.4,2.55,NA,26.9,15.2,14.8
Certhilauda curvirostris,18.28434884,-31.69,31.69,others,2.4,3.285,NA,40.4,24.6,22.3
Sericornis frontalis,138.01554,-31.43,31.43,others,2.4,2.45,20.5,13.2,14.6,12.7
Elaenia albiceps,-71.29287298,-30.68,30.68,others,2.4,2.14,NA,15.5,13.3,20.3
Melithreptus lunatus,146.97322,-30.66,30.66,others,2.4,1.9,13,14,14.4,27.6
Pseudasthenes steinbachi,-67.50259491,-30.65,30.65,others,2.4,3.32,NA,19.5,15.2,13.4
Geositta rufipennis,-68.91344125,-30.51,30.51,others,2.4,4.78,NA,32.4,18.5,23.4
Euryptila subcinnamomea,20.25254232,-30.36,30.36,others,2.4,1.9,NA,11.5,14.4,9
Cacatua pastinator,116.6718012,-30.34,30.34,others,2.4,20.6,23.5,631.7,44.8,36.9
Caligavis chrysops,146.6873713,-30.25,30.25,others,2.4,2.34,14,17.3,16.5,19.5
Monticola explorator,26.93273727,-30.05,30.05,others,2.4,5.4,14,44.4,23,25
Tauraco corythaix,28.11942497,-30.04,30.04,others,2.4,26.4,24.425,308,25.8,8.5
Eopsaltria australis,148.1045764,-29.94,29.94,others,2.4,2.73,15.95,20.2,15.9,24.4
Melithreptus gularis,147.5762193,-29.87,29.87,others,2.4,2.59,NA,19.4,16.9,27.7
Cranioleuca pyrrhophia,-62.55208263,-29.71,29.71,others,2.4,2.76,NA,14.9,15.4,15.6
Drymornis bridgesii,-61.55216242,-29.58,29.58,others,2.4,9.83,14,92.6,73.5,15.2
Turdus olivaceus,27.53787315,-29.39,29.39,others,2.4,7.4,NA,67.3,26.6,21.8
Psophodes cristatus,141.0382686,-29.37,29.37,others,2.4,3.9,NA,40.7,15.1,10.1
Scelorchilus albicollis,-70.81087423,-29.33,29.33,others,2.4,6.41,NA,47.3,20.8,5.1
Laterallus leucopyrrhus,-54.66213464,-29.21,29.21,others,2.4,11,NA,45.5,18.6,13
Monticola rupestris,27.5969917,-29.14,29.14,others,2.4,5.35,15,61.4,27,22.4
Pomatostomus superciliosus,133.0989999,-28.83,28.83,others,2.4,3.58,19.5,41.5,27.6,9.4
Gerygone mouki,149.6731259,-28.47,28.47,others,2.4,1.04,18.25,5.2,11.1,16
Sphenoeacus afer,27.82809971,-28.46,28.46,others,2.4,2.95,15.5,30.4,17.3,8.6
Anairetes flavirostris,-67.67728352,-28.25,28.25,others,2.4,1.16,NA,6,10.7,12.9
Monarcha melanopsis,149.3757092,-28.07,28.07,others,2.4,3.28,13.5,22.7,21.2,22.6
Gerygone fusca,139.6110895,-27.79,27.79,others,2.4,1.11,11,5.4,10.8,20.6
Trochocercus cyanomelas,29.15893003,-27.71,27.71,others,2.4,1.45,NA,10.2,12.5,14.8
Spizocorys fringillaris,29.86706124,-27.38,27.38,others,2.4,2.06,13,19.2,11.8,28.3
Cinclosoma cinnamomeum,137.9055744,-27.37,27.37,others,2.4,8,NA,56.1,18.9,20.4
Elaenia parvirostris,-58.65605976,-27.33,27.33,others,2.4,2.8,14,13.8,13.2,19.9
Heteromirafra ruddi,29.98237847,-27.15,27.15,others,2.4,2.51,14,26.6,15.5,15.8
Acanthagenys rufogularis,133.9844522,-27.1,27.1,others,2.4,5.45,14.5,47.8,25.7,23.2
Cinclosoma castaneothorax,143.9970254,-26.9,26.9,others,2.4,8,NA,62.4,19.1,24.8
Amytornis barbatus,139.9875353,-26.88,26.88,others,2.4,2.39,14.5,18.4,13.8,10
Petroica goodenovii,134.25599,-26.88,26.88,others,2.4,1.35,13.5,8.9,11.7,25.1
Rhipidura rufifrons,148.1727591,-26.84,26.84,others,2.4,1.57,15.5,10.1,12.9,20.7
Thamnophilus ruficapillus,-53.08118973,-26.77,26.77,others,2.4,2.99,NA,20.4,18.6,9.8
Accipiter novaehollandiae,143.4908365,-26.72,26.72,others,2.4,40.5,33.75,326.1,31.6,28.9
Certhionyx variegatus,131.8961053,-26.46,26.46,others,2.4,3.09,14,26.3,20.1,27.4
Microeca fascinans,137.1701016,-26.27,26.27,others,2.4,2.11,17.25,14.5,12.5,29.8
Ptilotula penicillata,135.614985,-26.17,26.17,others,2.4,2.45,13.75,19.4,16.2,21.4
Coracina maxima,134.9590598,-26.11,26.11,others,2.4,11.57,19,127,26.3,41.3
Epthianura aurifrons,133.0496163,-26.01,26.01,others,2.4,1.56,11.5,10.5,12.8,20.5
Amytornis goyderi,137.8253704,-26,26,others,2.4,2.05,NA,16.7,13.6,7.1
Emarginata tractrac,18.6736156,-25.89,25.89,others,2.4,2.62,NA,20.8,18.8,25.8
Chlamydera maculata,145.2869222,-25.86,25.86,others,2.4,13.75,NA,140,30.5,17.8
Acanthiza robustirostris,127.4452713,-25.85,25.85,others,2.4,1.33,NA,6.1,9.9,15.2
Amytornis striatus,127.4658925,-25.8,25.8,others,2.4,2.77,13.5,19.6,15.1,7.5
Strix hylophila,-50.90410655,-25.78,25.78,others,2.4,24.99,28.5,345.4,27.7,22.2
Artamus personatus,134.2708662,-25.72,25.72,others,2.4,3.05,13,34.6,22.6,43.4
Artamus superciliosus,135.1212011,-25.72,25.72,others,2.4,3.45,13.05,35.5,22.7,43.8
Smicrornis brevirostris,134.7745144,-25.7,25.7,others,2.4,1.03,19.5,5.3,8,16.6
Coracina novaehollandiae,134.5181043,-25.69,25.69,others,2.4,8.6,22,118,28.8,38.4
Batara cinerea,-51.60012326,-25.61,25.61,others,2.4,14.31,NA,131,38.7,6.6
Falco longipennis,134.3646248,-25.58,25.58,others,2.4,28,31.5,249.8,19.7,58.8
Theristicus caerulescens,-58.26557505,-25.46,25.46,others,2.4,66.32,NA,1500,157.8,36.5
Cacatua sanguinea,136.7257914,-25.44,25.44,others,2.4,20.1,25,523.7,34,37.4
Pachycephala rufiventris,134.4088962,-25.44,25.44,others,2.4,3.28,13.95,22.5,16.5,24.1
Spizocorys conirostris,23.58802638,-25.05,25.05,others,2.4,1.72,12,14.3,10.8,25.5
Pipile jacutinga,-50.39828694,-25.01,25.01,others,2.4,106,NA,1241,38.3,19.5
Psophodes occidentalis,127.5698162,-24.85,24.85,others,2.4,3.9,NA,39.6,15.1,12.9
Serpophaga subcristata,-55.47395484,-24.58,24.58,others,2.4,1.21,NA,6.6,10.4,14.5
Monticola brevipes,19.98148728,-24.47,24.47,others,2.4,3.45,13.5,33,24,23.6
Leptasthenura fuliginiceps,-66.27773502,-24.44,24.44,others,2.4,2.45,NA,12.6,10.9,16
Falco berigora,135.0294439,-24.43,24.43,others,2.4,45,33.5,587,27.2,50.7
Ninox connivens,140.745471,-24.32,24.32,others,2.4,38.9,36,578,33.8,35
Chersomanes albofasciata,20.67402277,-24.26,24.26,others,2.4,2.35,12,24.6,20,15.7
Falco hypoleucos,135.2099759,-24.17,24.17,others,2.4,39.01,35,457.2,24.1,50.6
Amytornis purnelli,130.8643433,-23.55,23.55,others,2.4,2.41,NA,21,16.6,6.3
Philemon citreogularis,141.9158217,-23.52,23.52,others,2.4,5.22,14,60.6,31.4,20.1
Synallaxis ruficapilla,-49.16977006,-23.4,23.4,tropical,2.4,2.61,NA,13.8,15.3,11.6
Phibalura flavirostris,-48.41976458,-23.39,23.39,tropical,2.4,4.25,18,46.5,13.7,33.2
Stipiturus ruficeps,126.8376964,-23.16,23.16,tropical,2.4,1.14,NA,5,10,11.2
Eremopterix verticalis,22.1543988,-23.09,23.09,tropical,2.4,1.915,12,17,11.4,27.6
Gerygone olivacea,141.6652832,-22.92,22.92,tropical,2.4,1.4,17.25,6.7,11.8,18.3
Selenidera maculirostris,-47.42705865,-22.72,22.72,tropical,2.4,13.08,NA,164,55,14.8
Lamprotornis nitens,22.57337529,-22.69,22.69,tropical,2.4,6.1,NA,85.6,22.4,20.6
Elaenia mesoleuca,-49.49976072,-22.62,22.62,tropical,2.4,2.34,15.5,17.6,12.5,22.1
Thamnophilus caerulescens,-53.7298088,-22.55,22.55,tropical,2.4,3.11,NA,21.1,17.1,9.7
Myiagra rubecula,142.556331,-22.39,22.39,tropical,2.4,1.95,15,12.1,15.9,18.9
Xiphocolaptes major,-61.22059982,-22.21,22.21,tropical,2.4,13.3,NA,156,57.3,15.6
Pomatostomus temporalis,137.2927703,-22.2,22.2,tropical,2.4,5.14,22.5,75,32.1,11
Geositta punensis,-67.42402991,-22.11,22.11,tropical,2.4,4.04,NA,25.8,17.3,21
Scytalopus zimmeri,-64.99892052,-21.89,21.89,tropical,2.4,2.74,NA,15.9,11.5,9.8
Laniarius atrococcineus,21.96214801,-21.68,21.68,tropical,2.4,3.75,16.5,48.8,24,12.2
Corvus moneduloides,165.4819811,-21.33,21.33,tropical,2.4,13.8,NA,277.4,43.5,23
Acrocephalus australis,137.4613841,-21.31,21.31,tropical,2.4,2.555,13.35,17.7,19.9,22.9
Gerygone tenebrosa,117.4857374,-21.21,21.21,tropical,2.4,1.47,NA,7.7,13.1,14.9
Batis fratrum,34.22257704,-21.12,21.12,tropical,2.4,1.63,NA,11.9,16,11.5
Sclerurus scansor,-49.42300774,-21.08,21.08,tropical,2.4,5.13,NA,36.9,25.2,16
Cacatua galerita,142.3033383,-21,21,tropical,2.4,27.65,27.5,720.4,49.3,25.9
Terpsiphone bourbonnensis,55.98919799,-20.94,20.94,tropical,2.4,1.75,15,10.8,15.9,19.9
Coracina papuensis,142.0343455,-20.83,20.83,tropical,2.4,6.5,21.5,63.5,32,30.1
Pterocles bicinctus,23.50003058,-20.46,20.46,tropical,2.4,14,NA,237,19.1,42.8
Larus serranus,-70.26435303,-20.26,20.26,tropical,2.4,54.86,NA,478,41.9,53
Turdus rufiventris,-50.70426195,-19.83,19.83,tropical,2.4,6.15,NA,69.4,25.2,17.4
Centropus toulou,46.69819219,-19.38,19.38,tropical,2.4,10.2,15,166.4,30.5,12.3
Coracopsis nigra,46.69920501,-19.38,19.38,tropical,2.4,11.23,18,186.2,27.3,39.5
Zosterops maderaspatanus,46.69593034,-19.37,19.37,tropical,2.4,1.39,NA,8.9,13.7,20.3
Corythopis delalandi,-51.02778147,-19.35,19.35,tropical,2.4,2.06,NA,15,15.4,13.4
Cariama cristata,-51.5454412,-19.26,19.26,tropical,2.4,76,26.25,1400,65.9,10.7
Myiagra caledonica,166.3452947,-19.15,19.15,tropical,2.4,1.76,18,10.8,19.3,19.3
Anthus vaalensis,24.59188474,-19.11,19.11,tropical,2.4,2.67,14,27,17,24.4
Anthreptes reichenowi,34.76261058,-19.08,19.08,tropical,2.4,0.91,NA,7.3,16.4,11.1
Egretta vinaceigula,22.79329173,-18.85,18.85,tropical,2.4,22.24,NA,288,62.2,32.5
Zoothera heinei,148.4555454,-18.6,18.6,tropical,2.4,8.975,NA,82.8,28.9,31
Parabuteo leucorrhous,-56.69586995,-18.54,18.54,tropical,2.4,33,NA,290,29,27.3
Psittacara mitratus,-67.37302547,-18.28,18.28,tropical,2.4,12.59,NA,249,31.9,44.5
Lanioturdus torquatus,15.21618141,-18.16,18.16,tropical,2.4,2.5,15,29,20.9,15.4
Conopophila rufogularis,136.1489886,-18.08,18.08,tropical,2.4,1.56,14.25,10.8,13.3,18.8
Anthus caffer,28.29965229,-18.02,18.02,tropical,2.4,1.92,NA,16.8,13.2,20.4
Dacelo leachii,135.6028987,-17.91,17.91,tropical,2.4,33,24.25,308,82.2,27.3
Gerygone levigaster,140.0973909,-17.91,17.91,tropical,2.4,1.2,15,6.2,11.9,15.5
Hirundo atrocaerulea,32.57606229,-17.87,17.87,tropical,2.4,1.67,15.5,13.8,10.7,51.4
Pinarornis plumosus,31.02068162,-17.54,17.54,tropical,2.4,4.71,13.5,65.8,22.8,15.1
Accipiter rufitorques,169.3900127,-17.45,17.45,tropical,2.4,25.52,NA,209,26,34.1
Artamus mentalis,170.4255499,-17.44,17.44,tropical,2.4,3.71,NA,41.9,24.6,43.5
Hirundo dimidiata,23.66469334,-17.41,17.41,tropical,2.4,1.4,16.5,12.1,10.3,50.7
Larus cirrocephalus,11.27885296,-17.4,17.4,tropical,2.4,44,NA,374.7,47.5,55.6
Bradypterus baboecala,28.92827395,-17.31,17.31,tropical,2.4,2,13,12.9,14.8,12.6
Corvus albicollis,30.72543194,-17.3,17.3,tropical,2.4,30.1,20,894,65.9,39.6
Contopus cinereus,-49.32529037,-17.15,17.15,tropical,2.4,1.69,NA,11.6,14.2,22.1
Malurus coronatus,130.8701211,-17.08,17.08,tropical,2.4,1.46,14,11.1,14.1,12.9
Aplonis tabuensis,102.578707,-16.8,16.8,tropical,2.4,5.07,NA,62.5,20.6,22.1
Asthenes wyatti,-69.59660056,-16.8,16.8,tropical,2.4,2.79,NA,15.2,15.8,13.8
Euphonia cyanocephala,-56.97832211,-16.64,16.64,tropical,2.4,1.59,NA,14,9.4,28.9
Anthus lineiventris,30.33496762,-16.48,16.48,tropical,2.4,3.26,14,35,18.4,17.8
Falco femoralis,-60.52751944,-16.37,16.37,tropical,2.4,26.5,31.75,335.8,21.4,44.6
Tyrannus savana,-58.79899625,-16.29,16.29,tropical,2.4,3.46,15.5,31.9,20.1,32
Pachycephala melanura,132.9249357,-16.28,16.28,tropical,2.4,3.66,NA,23.8,18.4,17.4
Anaplectes rubriceps,27.82917887,-16.15,16.15,tropical,2.4,2.11,NA,22.6,19,20.8
Colluricincla woodwardi,131.1780776,-16.13,16.13,tropical,2.4,6.14,NA,54.5,29.9,13.9
Rhipidura phasiana,129.1655171,-15.95,15.95,tropical,2.4,1.35,NA,6.9,12.5,18.2
Nystalus maculatus,-50.56375705,-15.83,15.83,tropical,2.4,5.87,NA,42,35.9,17.5
Poicephalus cryptoxanthus,35.88689477,-15.7,15.7,tropical,2.4,8.125,28,140,25.3,43.8
Philemon argenticeps,134.0447842,-15.68,15.68,tropical,2.4,6.91,NA,80.4,35.4,22.9
Erythrocercus livingstonei,35.24496269,-15.49,15.49,tropical,2.4,0.75,NA,5.9,9.5,9.6
Nicator gularis,34.15053489,-15.33,15.33,tropical,2.4,3.7,NA,45.6,23.7,13.8
Turdus libonyana,28.43236292,-15.11,15.11,tropical,2.4,6.95,NA,60.6,26,22.7
Gallinago nigripennis,27.55339168,-14.69,14.69,tropical,2.4,19,19,112,83.3,34.9
Oriolus flavocinctus,136.1853878,-14.45,14.45,tropical,2.4,8.9,NA,109,34.4,23
Fluvicola albiventer,-51.87475687,-14.38,14.38,tropical,2.4,1.89,13,11.6,16.7,16.2
Dendropicos griseocephalus,25.28363404,-14.36,14.36,tropical,2.4,3.8,NA,40.9,26.8,21.5
Campethera abingoni,26.40162854,-14.35,14.35,tropical,2.4,4,13,67.5,26.3,18.3
Ara glaucogularis,-65.21150092,-14.28,14.28,tropical,2.4,28.29,NA,784,59.6,33.1
Botaurus pinnatus,-64.31004569,-14.08,14.08,tropical,2.4,39,NA,812.2,96,30.1
Thamnophilus torquatus,-48.21747762,-13.89,13.89,tropical,2.4,3.18,15,21.1,18.2,11.1
Glaucidium capense,28.68215804,-13.88,13.88,tropical,2.4,14.23,31,122,18.2,29.1
Vanellus coronatus,28.45853837,-13.87,13.87,tropical,2.4,17,30,165,31.8,39.9
Acrocephalus gracilirostris,29.51715518,-13.82,13.82,tropical,2.4,2.13,13.5,14.4,17.8,12.6
Porzana albicollis,-53.50805802,-13.45,13.45,tropical,2.4,12.9,NA,100,46.1,13.2
Synallaxis scutata,-48.5412235,-13.37,13.37,tropical,2.4,2.89,NA,15.4,13.5,10.9
Xenops rutilus,-54.68651792,-13.23,13.23,tropical,2.4,2.6,NA,11.2,13.3,23.5
Scytalopus urubambae,-72.76183803,-13.2,13.2,tropical,2.4,2.51,NA,13,12.9,5.2
Laterallus melanophaius,-55.75281123,-13.16,13.16,tropical,2.4,8.8,NA,52.1,19.9,16
Ploceus xanthops,28.24868625,-13.11,13.11,tropical,2.4,3.41,14,40.6,20.6,18.2
Ploceus olivaceiceps,34.45745979,-13.08,13.08,tropical,2.4,2.04,NA,20.8,18.2,28.4
Pogonocichla stellata,33.26334967,-12.69,12.69,tropical,2.4,3.05,16.8,18.6,16,18
Lathrotriccus euleri,-55.86694448,-12.65,12.65,tropical,2.4,1.815,NA,11.3,14.4,20.6
Accipiter tachiro,29.90120106,-12.54,12.54,tropical,2.4,34,32.5,291.5,16.2,26.9
Tricholaema frontata,24.54868177,-12.52,12.52,tropical,2.4,2.5,NA,26.8,17.5,18
Aviceda subcristata,141.7765163,-12.44,12.44,tropical,2.4,29,31,322.7,28.3,40.2
Myiagra ruficollis,135.2240266,-12.32,12.32,tropical,2.4,1.69,NA,10.1,17.4,15.7
Anodorhynchus hyacinthinus,-52.74389492,-12.28,12.28,tropical,2.4,41.7,28.5,1331,97.7,30.9
Empidonomus varius,-54.07568512,-12.08,12.08,tropical,2.4,2.84,NA,27.1,17.5,24.2
Myiagra alecto,137.9523716,-12.02,12.02,tropical,2.4,3.05,NA,23.6,19.8,15
Cracticus mentalis,143.189522,-11.87,11.87,tropical,2.4,7.2,21,77,39.2,25
Colonia colonus,-55.66759319,-11.66,11.66,tropical,2.4,2.36,NA,18.3,12.4,18.9
Gerygone palpebrosa,143.365165,-11.54,11.54,tropical,2.4,1.5,NA,7.4,12.1,15.8
Cichladusa arquata,32.35700689,-11.38,11.38,tropical,2.4,3.45,13,34.2,20.2,11.9
Pogoniulus simplex,37.59984479,-11.01,11.01,tropical,2.4,1.3,NA,8.8,9.6,15.9
Phaetusa simplex,-57.29426137,-10.67,10.67,tropical,2.4,33.7,NA,235,72.1,56.6
Emberiza flaviventris,24.21552914,-10.66,10.66,tropical,2.4,2.06,NA,18.2,13.7,22.2
Cisticola aberrans,25.17427818,-10.29,10.29,tropical,2.4,1.42,14,14.2,13.6,9.2
Asio capensis,28.64878074,-10.23,10.23,tropical,2.4,26.1,28,334,28.1,40.2
Leptopogon amaurocephalus,-58.59508627,-10.23,10.23,tropical,2.4,2.17,NA,11.7,13.8,18.7
Muscicapa adusta,30.42822614,-10.16,10.16,tropical,2.4,1.665,14.5,10.4,12.7,19.6
Trogon curucui,-57.74757763,-10.13,10.13,tropical,2.4,7.64,NA,54,19.5,36.1
Colluricincla megarhyncha,141.1071072,-10.03,10.03,tropical,2.4,4.4,16.5,32.3,22.9,14.9
Rostrhamus sociabilis,-58.23109626,-10.02,10.02,tropical,2.4,32.15,28.7,366.9,33.1,39.1
Camptostoma obsoletum,-58.7288357,-9.88,9.88,tropical,2.4,1.31,14.5,8.1,9.9,16.5
Ficedula harterti,119.9536297,-9.76,9.76,tropical,2.4,1.82,NA,13.1,15.4,18.8
Turnix everetti,120.1230081,-9.61,9.61,tropical,2.4,4.4,13,28,13,31.5
Turdus leucomelas,-53.25845583,-9.57,9.57,tropical,2.4,6.4,12,69.1,22.2,22.4
Scytalopus altirostris,-76.39239874,-9.34,9.34,tropical,2.4,2.51,NA,19.5,13.6,12.2
Calamonastes undosus,26.0935758,-9.24,9.24,tropical,2.4,1.42,NA,13,14.3,7.9
Gerygone inornata,125.0841637,-9.21,9.21,tropical,2.4,1.36,NA,7.2,11,15.6
Sarothrura rufa,24.47827372,-9.18,9.18,tropical,2.4,6.1,17,37.7,13.6,14.1
Ficedula timorensis,125.1504026,-9.16,9.16,tropical,2.4,1.39,NA,9,13.2,17.1
Rhipidura rufiventris,125.2105284,-9.12,9.12,tropical,2.4,1.8,NA,12,17.5,21.4
Apalis chariessa,35.72059482,-9.11,9.11,tropical,2.4,1.05,NA,9.2,11.8,9.8
Gerygone magnirostris,139.5538195,-9.06,9.06,tropical,2.4,1.33,18,6.8,12.3,15.2
Piaya cayana,-58.15236713,-9.04,9.04,tropical,2.4,11.3,18.5,102,32,11
Pitta elegans,122.0227589,-8.94,8.94,tropical,2.4,10,NA,56.6,23.6,14.6
Cranioleuca vulpina,-53.75015433,-8.9,8.9,tropical,2.4,2.86,NA,15.7,14.7,15.3
Gampsonyx swainsonii,-56.2327187,-8.71,8.71,tropical,2.4,15.45,29.5,92.9,16.2,36.5
Anthus brachyurus,23.47736948,-8.68,8.68,tropical,2.4,1.48,NA,15.3,12.1,19.8
Cisticola nigriloris,34.31859359,-8.68,8.68,tropical,2.4,1.78,NA,19.6,15.8,10.3
Apalis melanocephala,37.38765414,-8.63,8.63,tropical,2.4,1.13,NA,8.8,14.2,10.9
Cisticola njombe,33.89324744,-8.63,8.63,tropical,2.4,1.42,NA,10.9,11.8,10.3
Rhynchocyclus fulvipectus,-73.55009295,-8.54,8.54,tropical,2.4,3.5,24,23.1,16.5,15.1
Bradypterus lopezi,30.35394856,-8.45,8.45,tropical,2.4,2.54,NA,19.2,16.4,10.9
Myiarchus ferox,-57.24522641,-8.38,8.38,tropical,2.4,3.38,NA,27.5,21.7,14.2
Hypotaenidia rovianae,157.4095331,-8.24,8.24,tropical,2.4,24.07,NA,353.1,42.7,13.3
Crotophaga major,-57.44622187,-8.14,8.14,tropical,2.4,31.2,NA,148.3,47.2,23.7
Smithornis capensis,27.06045309,-8.09,8.09,tropical,2.4,2.9,NA,23.2,15.5,15.7
Tchagra australis,23.35867835,-7.91,7.91,tropical,2.4,3.16,14.75,32.3,20.9,7.8
Scytalopus affinis,-78.14895744,-7.77,7.77,tropical,2.4,2.51,NA,13.1,13.7,11.7
Schoenicola brevirostris,24.4913227,-7.75,7.75,tropical,2.4,NA,NA,15.7,13.1,15.1
Turdus albicollis,-60.51300982,-7.67,7.67,tropical,2.4,5.95,NA,54,22.6,21.4
Campethera cailliautii,30.87290713,-7.64,7.64,tropical,2.4,4.4,NA,41.1,17.6,16.4
Chrysophlegma mentale,110.3173939,-7.53,7.53,tropical,2.4,6.15,NA,99.7,33.1,25.1
Taraba major,-59.32570659,-7.52,7.52,tropical,2.4,7.57,17.5,59.2,26.3,5.2
Dendropicos fuscescens,23.28792735,-7.51,7.51,tropical,2.4,2.8,11.75,26,20,22.4
Chloropsis cochinchinensis,109.5719466,-7.42,7.42,tropical,2.4,2.72,NA,24.5,20.8,17.4
Cisticola woosnami,30.76082191,-7.41,7.41,tropical,2.4,1.86,NA,13.5,14.3,9.2
Micrastur ruficollis,-58.88955554,-7.39,7.39,tropical,2.4,28,35,177.6,21.4,21.8
Gerygone dorsalis,130.8854722,-7.31,7.31,tropical,2.4,1.36,NA,7.2,13.4,15.6
Eurylaimus javanicus,109.9335802,-7.3,7.3,tropical,2.4,5.41,NA,78.2,29.5,18.9
Psaltria exilis,108.0966297,-7.1,7.1,tropical,2.4,NA,NA,4,5.8,13.4
Sporophila nigricollis,-54.88357189,-6.92,6.92,tropical,2.4,1.38,12,9.6,9.1,14.7
Micrastur semitorquatus,-59.77404483,-6.85,6.85,tropical,2.4,53.4,46,621.7,32,19.4
Emberiza cabanisi,24.10462108,-6.84,6.84,tropical,2.4,2.61,13,24.9,14,17.2
Orochelidon murina,-74.72504144,-6.5,6.5,tropical,2.4,1.49,NA,11.7,9.8,50.3
Tolmomyias sulphurescens,-61.06004219,-6.44,6.44,tropical,2.4,2.23,17.5,14.3,13.4,15.7
Mionectes striaticollis,-74.72284343,-6.36,6.36,tropical,2.4,2.09,NA,15,14.2,16.5
Icterus cayanensis,-60.41249209,-6.13,6.13,tropical,2.4,3.65,NA,35.4,23.2,15.6
Megarynchus pitangua,-60.1997618,-6.11,6.11,tropical,2.4,6.35,17.5,69.9,33.2,23.3
Motacilla clara,26.30364711,-6.04,6.04,tropical,2.4,2.63,13.5,17.9,17.7,26.2
Todirostrum cinereum,-60.94630797,-5.99,5.99,tropical,2.4,1.13,18,6.3,14.8,15
